generation,phase,best_fitness,mean_fitness,best_iou,hold_score,stability_score,stabilized_success,first_reach_step,hold_length,run_status,benchmark_target_best_stabilized,benchmark_target_best_mean_final_iou,mini_transfer_mean_best_iou,mini_transfer_mean_final_iou,mini_transfer_success_rate,mini_transfer_variance,mini_transfer_score,champion_score,champion_source,target_coverage_best,target_coverage_mean,area_ratio_mean,bar_coverage_best,trunk_coverage_best,top_bar_score,trunk_coverage_score,coverage_penalty,sparse_collapse_penalty,empty_collapse_penalty,collapse_gate,sparse_population_share,sparse_collapse_flag,top_bar_alignment_score,trunk_alignment_score,junction_score,off_axis_penalty,side_clutter_penalty,bar_endpoint_clutter,early_sparse_penalty,late_t_penalty,late_regression_flag,late_structure_penalty,pseudo_t_penalty
58,phase_transition,-0.18033075069275425,-0.9208859716450343,0.2826086956521739,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.52,0.285,1.5599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,phase_transition,-0.23632874476490645,-0.8977875840686246,0.23809523809523808,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.4,0.3325,1.6091666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5833333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,phase_transition,-0.2699471320382901,-0.8206871017872989,0.2391304347826087,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.44,0.3125,1.2616666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,phase_transition,-0.2155422915016744,-0.8957350722625249,0.2653061224489796,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.52,0.24583333333333335,1.2608333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,phase_transition,-0.08723471868451757,-0.8112980066942015,0.27906976744186046,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.48,0.3675,1.5516666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5416666666666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,phase_transition,-0.3067413948220739,-0.8492630662416213,0.21428571428571427,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.36,0.3283333333333333,1.4475,0.0,0.0,0.0,0.0,0.04200000000000004,0.03150000000000003,0.0,1.0,0.5833333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,phase_transition,-0.19635662746097576,-0.7303553415956817,0.3269230769230769,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.68,0.3758333333333333,1.5683333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6458333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,phase_transition,-0.12541076327037834,-0.9369902444088591,0.25,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.4,0.26666666666666666,1.2116666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,phase_transition,-0.03225927632168141,-0.8230172627360139,0.275,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.44,0.385,1.6858333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,phase_T,0.08936137428088868,-0.7345025565435819,0.2777777777777778,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.4175,1.8949999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5416666666666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,phase_T,0.2641344559917644,-0.8629654077131467,0.30952380952380953,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.52,0.30333333333333334,1.1700000000000002,0.0,0.0,0.0,0.0,0.03600000000000003,0.07199999999999997,0.0,1.0,0.6458333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,phase_T,0.23369675951653746,-0.7860402982627095,0.30952380952380953,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.52,0.33916666666666667,1.2825,0.0,0.0,0.0,0.0,0.03600000000000003,0.07199999999999997,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,phase_T,0.25785528159374005,-0.7235148485794386,0.2978723404255319,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3516666666666666,1.2675,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6458333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,phase_T,0.20812276869662316,-0.7204460113697194,0.2916666666666667,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3325,1.2033333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.7291666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,phase_T,0.4737401213840614,-0.8553155224706633,0.358974358974359,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.2558333333333333,0.8025000000000001,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.7708333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,phase_T,0.3653976870009029,-0.5245733440540471,0.3333333333333333,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.42583333333333334,1.4941666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5833333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,phase_T,0.3119480335488731,-0.6820058282323948,0.3333333333333333,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3275,1.0333333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.5416666666666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,phase_T,0.47005891111634146,-0.651989303808515,0.38095238095238093,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.64,0.3475,1.1866666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,phase_T,0.46751159984916024,-0.7221452862930883,0.3783783783783784,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.31083333333333335,0.9766666666666667,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.5833333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,phase_T,0.46279574295200887,-0.7725648268347776,0.3684210526315789,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.2866666666666667,0.8716666666666667,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.7291666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,phase_T,0.6062779091193952,-0.7342800940127919,0.4411764705882353,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.34,1.1583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5833333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,phase_T,0.30124427309232515,-0.6008585775982327,0.3333333333333333,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3825,1.285,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.5625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,phase_T,0.38974046789200545,-0.6536890042469495,0.36363636363636365,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.64,0.36333333333333334,1.2108333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,phase_T,0.3285886065924991,-0.3699414598283699,0.3488372093023256,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.4475,1.3541666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,phase_T,0.5966285528242206,-0.777477231199783,0.4666666666666667,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.29583333333333334,0.9533333333333333,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,phase_T,0.43451213592931837,-0.7196580499372981,0.38461538461538464,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.32416666666666666,0.9891666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6458333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,phase_T,0.4264593794907995,-0.2659239017898109,0.52,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.52,0.45333333333333337,1.2266666666666668,0.0,0.0,0.0,0.0,0.03600000000000003,0.07199999999999997,0.0,1.0,0.5625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,phase_T,0.4732700224902212,-0.4492822080550676,0.4,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3858333333333333,1.0374999999999999,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,phase_T,0.47009553454832176,-0.27058029854715887,0.4666666666666667,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.45,1.1975,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.4375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,phase_T,0.48993806049786415,-0.5638186319989145,0.4166666666666667,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.33749999999999997,0.8241666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,phase_T,0.5370572550097896,-0.6971352532702958,0.42857142857142855,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.32166666666666666,0.8208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6458333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,phase_T,0.5118756772706905,-0.4053806750504399,0.4166666666666667,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.38916666666666666,0.9983333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,phase_T,0.5157779199860725,-0.7989205840714734,0.3888888888888889,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.2775,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.7291666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,phase_T,0.5222850198279375,-0.6944664345132137,0.5185185185185185,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.33,0.9358333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,phase_T,0.4705202216252845,-0.897728204185043,0.4666666666666667,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.26,0.6725,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.7708333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,phase_T,0.607247918981809,-0.47697172203914323,0.45454545454545453,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.36166666666666664,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6041666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,phase_T,0.38608411975167783,-0.6010268150791802,0.358974358974359,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.32833333333333337,0.795,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,phase_T,0.5146537558524149,-0.7389808348112124,0.42857142857142855,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.29083333333333333,0.7775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7916666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,phase_T,0.659798965142081,-0.6837993714743562,0.5,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.325,0.8533333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,phase_T,0.5576986251530495,-0.6997448161992113,0.4411764705882353,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.30583333333333335,0.7841666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7083333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,phase_T,0.4714806945335117,-0.37775545359183454,0.4375,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.4166666666666667,1.0675000000000001,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.4166666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,phase_T,0.6087970333177524,-0.5917213053616132,0.5,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.3275,0.7633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,phase_T,0.5295955952930576,-0.46556969250139485,0.4827586206896552,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3641666666666667,0.8308333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,phase_T,0.4726445149137858,-0.6322820339526275,0.42424242424242425,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3433333333333333,0.9383333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6458333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,phase_T,0.5468272445832911,-0.9079668908229092,0.42857142857142855,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.24583333333333335,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7708333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,phase_T,0.5703932311355744,-0.5858032473936329,0.45714285714285713,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.64,0.33916666666666667,0.9083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,phase_T,0.44232500423717763,-0.689572673730797,0.4,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3225,0.8858333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.5833333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,phase_T,0.5187037801420411,-0.6117447869322313,0.4827586206896552,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.34,0.965,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,phase_T,0.46112600688300465,-0.7648208481027737,0.4666666666666667,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.30083333333333334,0.8358333333333333,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,phase_T,0.40528217949079953,-0.4895699100612599,0.52,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.52,0.39916666666666667,1.145,0.0,0.0,0.0,0.0,0.03600000000000003,0.07199999999999997,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,phase_T,0.5089146383739958,-0.6533703250880641,0.5,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3383333333333334,0.9625,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6041666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,phase_T,0.5621754449638029,-0.4085884571901925,0.5,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.395,1.0016666666666667,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6041666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,phase_T,0.5703705840846174,-0.43969611380007967,0.5384615384615384,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3958333333333333,1.0958333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,phase_T,0.4026316913154163,-0.5327947269982054,0.39473684210526316,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.3566666666666667,0.8983333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,phase_T,0.43733150341727445,-0.8362674200232463,0.39473684210526316,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.285,0.8366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,phase_T,0.44895234129744915,-0.6191179823450208,0.3888888888888889,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3575,1.0208333333333333,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.5208333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,phase_T,0.47788520260183875,-0.5206636603292111,0.40540540540540543,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.37083333333333335,0.9833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6458333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,phase_T,0.49675468696479397,-0.7639141621316718,0.42857142857142855,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.31833333333333336,0.9775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6458333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,phase_T,0.4130440882675082,-0.7596198125650528,0.45161290322580644,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3216666666666667,0.9491666666666667,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.7083333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,phase_T,0.5131176410881103,-0.5156411609680359,0.42857142857142855,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.3558333333333334,0.9033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,phase_T,0.47776068983756187,-0.5738274949643688,0.40540540540540543,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.3558333333333334,0.9216666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,phase_T,0.4528114778586506,-0.9837696281248891,0.38461538461538464,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.2575,0.8608333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7916666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,phase_T,0.44004513516052945,-1.0552174061063835,0.4117647058823529,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.23583333333333334,0.7174999999999999,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,phase_T,0.4540406163449054,-0.7718017106597186,0.4,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.33749999999999997,1.0225,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,phase_T,0.37801834533654155,-0.7440728863251911,0.5,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.52,0.33,1.02,0.0,0.0,0.0,0.0,0.03600000000000003,0.07199999999999997,0.0,1.0,0.7083333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,phase_T,0.492467658709264,-0.8454338244604065,0.5185185185185185,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.2808333333333333,0.81,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.7083333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,phase_T,0.36101232557975294,-0.8144997891974969,0.4642857142857143,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.52,0.30583333333333335,0.8783333333333333,0.0,0.0,0.0,0.0,0.03600000000000003,0.07199999999999997,0.0,1.0,0.7291666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,phase_T,0.5128587371008687,-0.7989837504108867,0.45161290322580644,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.32583333333333336,1.0558333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,phase_T,0.27488611235243143,-1.1524777060639306,0.34210526315789475,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.52,0.22333333333333336,0.8125,0.0,0.0,0.0,0.0,0.03600000000000003,0.07199999999999997,0.0,1.0,0.7708333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,phase_T,0.46017121100198005,-0.7196830840936999,0.4166666666666667,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.3408333333333333,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,phase_T,0.48138822344846605,-0.818699550099048,0.42857142857142855,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.3183333333333333,1.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7291666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,phase_T,0.39104138121097404,-0.48951788811168534,0.3888888888888889,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.42083333333333334,1.3633333333333333,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,phase_T,0.3310470744289786,-0.776694251362897,0.4,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3125,1.0358333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.7291666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,phase_T,0.3946555886742513,-0.7414254969458624,0.3888888888888889,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3841666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.5625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,phase_T,0.4240933708203508,-0.65046025994102,0.40540540540540543,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.3558333333333334,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,phase_T,0.5953047785488742,-0.5445909339349385,0.46875,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.6,0.405,1.2208333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5208333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,phase_T,0.475231906564676,-0.7717577092619182,0.4666666666666667,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.3125,0.9475000000000001,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6458333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,phase_T,0.48852170378383997,-0.8195022292966364,0.4375,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.33166666666666667,1.1208333333333333,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.5416666666666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,phase_T,0.44553122054066463,-0.9102183001753467,0.4117647058823529,0.0,0.0,False,,,training,0.0,0.0,,,,,,,,0.56,0.30250000000000005,1.0333333333333334,0.0,0.0,0.0,0.0,0.0,0.035999999999999935,0.0,1.0,0.6041666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
